Record ID#,Jurisdiction Name,State,Jurisdiction Type,Date,Description,Finance Mechanism,"""Other"" Comment",Purpose,Total Funds at Stake,Conservation Funds at Stake,Total Funds Approved,Conservation Funds Approved,Pass?,Status,VotesYes,VotesNo,Total Votes,% Yes,% No,Notes,Expiration?,Year of Expiration,Year of Renewal,FIPS1,FIPS,Related Code - Political DB
9584,Becket,MA,Municipal,5/17/2008,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$672,400 ","$224,133 ","$672,400 ","$224,133 ",yes,Pass,120,60,180,66.67%,33.33%,,no,,,2500304545,2500304545,
9585,Brimfield,MA,Municipal,6/2/2008,"Community Preservation Act, 3% property tax surcharge",Property tax,,Open space,"$1,892,520 ","$630,840 ",,,no,Fail,193,271,464,41.59%,58.41%,,no,,,2501308470,2501308470,
9586,Chesterfield,MA,Municipal,5/5/2008,"Community Preservation Act, 3% property tax surcharge",Property tax,,Open space,"$1,078,460 ","$359,487 ",,,no,Fail,111,217,328,33.84%,66.16%,,no,,,2501513590,2501513590,
9587,West Bridgewater,MA,Municipal,4/12/2008,"Community Preservation Act, 1% property tax surcharge",Property tax,,Open space,"$2,203,640 ","$734,547 ","$2,203,640 ","$734,547 ",yes,Pass,383,248,631,60.70%,39.30%,,no,,,2502375260,2502375260,
9645,Hanson,MA,Municipal,5/17/2008,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$2,807,140 ","$935,713 ","$2,807,140 ","$935,713 ",yes,Pass,492,260,752,65.43%,34.57%,,no,,,2502328495,2502328495,
9668,Stoughton,MA,Municipal,4/8/2008,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$9,971,340 ","$3,323,780 ","$9,971,340 ","$3,323,780 ",yes,Pass,"1,932","1,850","3,782",51.08%,48.92%,,no,,,2502167945,2502167945,
9673,Seekonk,MA,Municipal,4/7/2008,"Community Preservation Act, 1.25% property tax surcharge",Property tax,,Open space,"$5,610,380 ","$1,770,227 ",,,no,Fail,774,829,"1,603",48.28%,51.72%,Initiative petition,no,,,2500560645,2500560645,
9675,Granville,MA,Municipal,4/14/2008,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$409,420 ","$136,473 ","$409,420 ","$136,473 ",yes,Pass,96,45,141,68.09%,31.91%,Initiative petition,no,,,2501326675,2501326675,
9680,Medfield,MA,Municipal,3/31/2008,Debt exclusion for Sawmill Brook Conservation Project,Bond,,"Open space, watershed protection, wildlife habitat, trails","$1,550,000 ","$1,550,000 ","$1,550,000 ","$1,550,000 ",yes,Pass,"1,702",320,"2,022",84.17%,15.83%,,no,,,2502139765,2502139765,
9682,Plympton,MA,Municipal,5/17/2008,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$1,207,800 ","$402,600 ","$1,207,800 ","$402,600 ",yes,Pass,343,170,513,66.86%,33.14%,Initiative petition,no,,,2502354415,2502354415,
9686,Shutesbury,MA,Municipal,11/4/2008,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$653,780 ","$217,927 ","$653,780 ","$217,927 ",yes,Pass,863,284,"1,147",75.24%,24.76%,Question 4,no,,,2501161905,2501161905,
9687,Royalston,MA,Municipal,11/4/2008,"Community Preservation Act, 3% property tax surcharge",Property tax,,Open space,"$441,400 ","$147,133 ","$441,400 ","$147,133 ",yes,Pass,351,312,663,52.94%,47.06%,,no,,,2502758580,2502758580,
9691,Swansea,MA,Municipal,11/4/2008,"Community Preservation Act, 1.5% property tax surcharge",Property tax,,Open space,"$4,636,460 ","$1,545,487 ","$4,636,460 ","$1,545,487 ",yes,Pass,"4,956","3,026","7,982",62.09%,37.91%,,no,,,2500568750,2500568750,
9694,Amherst,MA,Municipal,11/4/2008,"Community Preservation Act, 1.5% property tax surcharge increase",Property tax,,Open space,"$6,967,580 ","$2,322,527 ",,,no,Fail,"5,122","5,294","10,416",49.17%,50.83%,,no,,,2501501325,2501501325,
9696,Whately,MA,Municipal,11/4/2008,"Community Preservation Act, 3% property tax surcharge",Property tax,,Open space,"$1,395,400 ","$465,133 ","$1,395,400 ","$465,133 ",yes,Pass,570,378,948,60.13%,39.87%,,no,,,2501179110,2501179110,
9719,West Springfield,MA,Municipal,11/4/2008,"Community Preservation Act, 1% property tax surcharge",Property tax,,Open space,"$7,140,840 ","$2,380,280 ","$7,140,840 ","$2,380,280 ",yes,Pass,"6,024","4,909","10,933",55.10%,44.90%,,no,,,2501377850,2501377850,
9724,Gloucester,MA,Municipal,11/4/2008,"Community Preservation Act, 1% property tax surcharge",Property tax,,Open space,"$8,443,520 ","$2,814,507 ","$8,443,520 ","$2,814,507 ",yes,Pass,"8,270","6,094","14,364",57.57%,42.43%,Question 4,no,,,2500926150,2500926150,
9752,Northfield,MA,Municipal,11/4/2008,"Community Preservation Act, 3% property tax surcharge",Property tax,,Open space,"$1,644,660 ","$548,220 ","$1,644,660 ","$548,220 ",yes,Pass,818,792,"1,610",50.81%,49.19%,"Initiative petition, Question 4; Reduced CPA surcharge from 3% to .5% on May 5, 2009",no,,,2501147835,2501147835,
9738,Boone County,KY,County,11/4/2008,"2.2 cents per $100 property tax increase for parks, recreation, and natural areas",Property tax,,"Parks, recreation, open space, watershed protections, forest",,,,,no,Fail,"15,303","31,228","46,531",32.89%,67.11%,,no,,,21015,21015,21015
9658,Fox Valley Park District,IL,Special District,2/5/2008,Bond for open space acquisition and park improvements,Bond,,"Open space, recreation, parks, trails","$44,850,000 ","$22,500,000 ","$44,850,000 ","$22,500,000 ",yes,Pass,"20,139","10,651","30,790",65.41%,34.59%,"Kane, DuPage, Kendall and Will Counties, Illinois",no,,,,,
9666,St. Charles Park District,IL,Special District,2/5/2008,Bond for capital improvements including some open space acquisition,Bond,,Open space,"$25,000,000 ","$2,000,000 ","$25,000,000 ","$2,000,000 ",yes,Pass,"7,095","4,985","12,080",58.73%,41.27%,Kane and DuPage Counties,no,,,,,
9669,Lockport Township Park District,IL,Municipal,2/5/2008,Bond for the acquisition of parkland and other capital improvements,Bond,,"Open space, parks, recreation","$29,900,000 ","$1,000,000 ",,,no,Fail,"5,214","9,628","14,842",35.13%,64.87%,Will County,no,,,1719744238,1719744238,
9705,Lake County Forest Preserve District,IL,County,11/4/2008,Bond for the purchase of open space and natural areas,Bond,,"Open space, trails, forest, greenways","$185,000,000 ","$185,000,000 ","$185,000,000 ","$185,000,000 ",yes,Pass,"183,624","94,445","278,069",66.04%,33.96%,,no,,,17097,17097,17097
9773,Waterloo Park District,IL,Special District,11/4/2008,Bond for the purchase of 10.82 acres of new park land,Bond,,"Parks, recreation","$385,000 ","$385,000 ",,,no,Fail,"2,453","2,773","5,226",46.94%,53.06%,Monroe County,no,,,,,
9743,Blaine County,ID,County,11/4/2008,"2-year, .0014 mill property tax increase for open space preservation",Property tax,,"Open space, farmland, watershed protection","$3,500,000 ","$3,500,000 ","$3,500,000 ","$3,500,000 ",yes,Pass,"5,530","4,808","10,338",53.49%,46.51%,Prop 1,yes,2010,,16013,16013,16013
9676,Johnson County,IA,County,11/4/2008,"Bond for the purchase of farmland, parks, wetlands and other conservation areas",Bond,,"Farmland, parks, watershed protection, wildlife habitat, recreation, trails, forest","$20,000,000 ","$20,000,000 ","$20,000,000 ","$20,000,000 ",yes,Pass,"39,181","25,277","64,458",60.79%,39.21%,,no,,,19103,19103,19103
9648,Forsyth County,GA,County,2/5/2008,"Bond for the preservation of parks, open space, watersheds, and habitats",Bond,,"Watershed protection, open space, recreation, parks, habitat, forest","$100,000,000 ","$71,400,000 ","$100,000,000 ","$71,400,000 ",yes,Pass,"27,185","11,683","38,868",69.94%,30.06%,,no,,,13117,13117,13117
9657,Jackson County,GA,County,2/5/2008,Bond for the purchase of 340 acres for future parks and the protection of natural resources,Bond,,"Parks, recreation, open space","$15,000,000 ","$6,780,000 ",,,no,Fail,"6,056","6,311","12,367",48.97%,51.03%,,no,,,13157,13157,13157
9720,Cobb County,GA,County,11/4/2008,Bond for the preservation of parks and open space,Bond,,"Open space, parks, recreation","$40,000,000 ","$40,000,000 ","$40,000,000 ","$40,000,000 ",yes,Pass,"190,271","101,167","291,438",65.29%,34.71%,,no,,,13067,13067,13067
9778,Cherokee County,GA,County,11/4/2008,"Bond for parks, open space, and recreational lands",Bond,,"Parks, open space, recreation, trails ","$90,000,000 ","$39,000,000 ","$90,000,000 ","$39,000,000 ",yes,Pass,"52,830","32,733","85,563",61.74%,38.26%,,no,,,13057,13057,13057
9653,North Bay Village,FL,Municipal,1/29/2008,Bond for the protection of open space and water quality on Biscayne Bay,Bond,,"Open space, watershed protection, parks, recreation","$9,400,000 ","$9,400,000 ","$9,400,000 ","$9,400,000 ",yes,Pass,516,302,818,63.08%,36.92%,"Miami-Dade County, Special Election",no,,,1249225,1249225,
9693,Hillsborough County,FL,County,11/4/2008,Bond for the purchase of land for preservation,Bond,,Open space,"$200,000,000 ","$200,000,000 ","$200,000,000 ","$200,000,000 ",yes,Pass,"347,764","93,904","441,668",78.74%,21.26%,,no,,,12057,12057,12057
9697,Alachua County,FL,County,11/4/2008,"2-year, .5 cent sales tax increase for land conservation and recreation",Sales tax,,"Open space, parks, recreation","$40,000,000 ","$20,000,000 ","$40,000,000 ","$20,000,000 ",yes,Pass,"59,915","56,432","116,347",51.50%,48.50%,,yes,2010,,12001,12001,12001
9701,Flagler County,FL,County,11/4/2008,"20-year, .25 mill property tax increase for the acquisition of environmentally sensitive lands",Property tax,,"Open space, parks, recreation, wildlife habitat, watershed protection","$40,000,000 ","$40,000,000 ","$40,000,000 ","$40,000,000 ",yes,Pass,"28,924","15,571","44,495",65.01%,34.99%,Measure contains issuance of $40M GO bond.,yes,2028,,12035,12035,12035
9715,St. Augustine Beach,FL,Municipal,8/26/2008,"Bond for the protection of wildlife habitat, watersheds, parks and recreational areas",Bond,,"Open space, wildlife habitat, watershed protection, parks, trails, recreation","$7,000,000 ","$7,000,000 ","$7,000,000 ","$7,000,000 ",yes,Pass,693,448,"1,141",60.74%,39.26%,St. Johns County,no,,,1262525,1262525,
9750,St. Johns County,FL,County,11/4/2008,"5-year, 1 cent sales tax increase for protection of natural areas and transportation projects",Sales tax,,"Open space, recreation, wildlife habitat, watershed protection, farmland, ","$116,500,000 ","$50,000,000 ",,,no,Fail,"43,256","53,661","96,917",44.63%,55.37%,,no,,,12109,12109,12109
9659,Danbury,CT,Municipal,2/5/2008,Bond for the purchase of open space and other capital improvements,Bond,,"Open space, recreation","$16,000,000 ","$6,600,000 ","$16,000,000 ","$6,600,000 ",yes,Pass,"4,850","1,416","6,266",77.40%,22.60%,,no,,,918430,918430,
9665,Farmington,CT,Municipal,1/17/2008,Bond for the purchase of 90 acres on Krell Farm,Bond,,"Farmland, open space","$6,750,000 ","$6,750,000 ","$6,750,000 ","$6,750,000 ",yes,Pass,"2,399",509,"2,908",82.50%,17.50%,,no,,,900327600,900327600,
9690,Pomfret,CT,Municipal,2/5/2008,Bond for the purchase of open space,Bond,,"Open space, recreation","$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",yes,Pass,477,204,681,70.04%,29.96%,,no,,,901561030,901561030,
9692,Sherman,CT,Municipal,5/17/2008,Bond for the purchase of farmland,Bond,,Farmland,"$1,000,000 ","$1,000,000 ","$1,000,000 ","$1,000,000 ",yes,Pass,676,196,872,77.52%,22.48%,,no,,,900168310,900168310,
9704,Southington,CT,Municipal,8/12/2008,Bond to purchase 28-acre parcel of open space,Bond,,Open space,"$1,258,000 ","$1,258,000 ","$1,258,000 ","$1,258,000 ",yes,Pass,793,449,"1,242",63.85%,36.15%,,no,,,900370550,900370550,
9775,Ellington,CT,Municipal,11/4/2008,Bond for open space acquisitions,Bond,,Open space,"$2,000,000 ","$2,000,000 ",,,no,Fail,"3,538","3,727","7,265",48.70%,51.30%,,no,,,901325360,901325360,
9788,Windsor Locks,CT,Municipal,12/9/2008,Bond for the purchase of open space,Bond,,"Open space, recreation","$2,160,000 ","$2,160,000 ","$2,160,000 ","$2,160,000 ",yes,Pass,"1,838",225,"2,063",89.09%,10.91%,,no,,,900387070,900387070,
9800,New Hartford,CT,Municipal,12/2/2008,Bond for the protection of Phillips Farm,Bond,,"Open space, farmland","$438,000 ","$438,000 ","$438,000 ","$438,000 ",yes,Pass,666,156,822,81.02%,18.98%,,no,,,900551350,900551350,
9681,Basalt,CO,Municipal,4/1/2008,"Bond to purchase open space, riverfront parks, and for flood control",Bond,,"Open space, parks","$5,000,000 ","$5,000,000 ",,,no,Fail,260,270,530,49.06%,50.94%,,no,,,804935,804935,
9747,Colorado,CO,State,11/4/2008,"Amendment 58, retired oil and gas corporate tax to be used for education, wildlife habitat and renewable energy",Other,Retired oil and gas corporate tax subsidy,Wildlife habitat,"$6,428,000,000 ","$964,200,000 ",,,no,Fail,"944,152","1,306,726","2,250,878",41.95%,58.05%,"Amendment 58: Formerly Proposed Initiative #113 
(Severance Tax)
  ",no,,,8,8,8
9751,Summit County,CO,County,11/4/2008,"12-year, 3.25 mill property tax increase for natural areas acquisition, wildfire protection, and other green initiatives",Property tax,,"Open space, trails","$71,196,000 ","$53,397,000 ","$71,196,000 ","$53,397,000 ",yes,Pass,"8,067","5,420","13,487",59.81%,40.19%,Measure 1A,yes,2020,,8117,8117,8117
9672,San Francisco,CA,Municipal,2/5/2008,Bond for city park improvements,Bond,,"Parks, recreation, trails","$185,000,000 ","$5,000,000 ","$185,000,000 ","$5,000,000 ",yes,Pass,"177,194","71,232","248,426",71.33%,28.67%,2/3rds required,no,,,667000,667000,
9678,San Mateo County,CA,County,6/3/2008,"25-year, 1/8 cent sales tax increase for parks and recreation including open space preservation",Sales tax,,"Open space, parks, recreation","$401,862,150 ",,,,no,Fail,"61,001","39,795","100,796",60.52%,39.48%,"Measure O, 2/3rds required",no,,,6081,6081,6081
9712,East Bay Regional Park District,CA,Special District,11/4/2008,"Bond for the purchase of parkland, trails, and other recreational land",Bond,,"Open space, parks, recreation, trails","$500,000,000 ","$375,000,000 ","$500,000,000 ","$375,000,000 ",yes,Pass,"671,485","262,212","933,697",71.92%,28.08%,"Alameda and Contra Costa counties, Measure WW, 2/3rds req.",no,,,,,
9718,San Juan Capistrano,CA,Municipal,11/4/2008,Bond for the purchase of open space,Bond,,Open space,"$30,000,000 ","$30,000,000 ","$30,000,000 ","$30,000,000 ",yes,Pass,"9,618","4,072","13,690",70.26%,29.74%,"Orange County, Measure Y, 2/3rds req.",no,,,668028,668028,
9757,Pasadena,CA,Municipal,10/27/2008,Creation of Annandale Canyon Open Space Benefit Assessment District,Other,Benefit Assessment District,"Open space, wildlife habitat","$1,364,090 ","$1,364,090 ","$1,364,090 ","$1,364,090 ",yes,Pass,189,124,313,60.38%,39.62%,50% required for passage.  Only property owners vote in this election.,no,,,656000,656000,
9667,Phoenix,AZ,Municipal,5/20/2008,"30-year, extension of .1 percent sales tax for open space, parks, and park improvements",Sales tax,,"Parks, recreation, open space","$900,000,000 ","$540,000,000 ","$900,000,000 ","$540,000,000 ",yes,Pass,"93,364","19,549","112,913",82.69%,17.31%,"Phoenix Parks and Preserve Initiative, Prop A",yes,2038,,455000,455000,
9785,Maricopa,AZ,Municipal,11/4/2008,Bond for park acquisition and improvements,Bond,,"Parks, recreation, trails","$65,500,000 ","$13,500,000 ","$65,500,000 ","$13,500,000 ",yes,Pass,"6,887","4,352","11,239",61.28%,38.72%,"Question 5, Pinal County",no,,,444410,444410,
9818,Stafford County,VA,County,11/3/2009,Bond for parks and recreation,Bond,,"Parks, recreation, trails","$29,000,000 ","$5,300,000 ","$29,000,000 ","$5,300,000 ",yes,Pass,"14,698","12,574","27,272",53.89%,46.11%,,no,,,51179,51179,51179
9798,Plano,TX,Municipal,5/9/2009,Bond for park improvements and acquisition,Bond,,"Parks, recreation","$48,700,000 ","$15,200,000 ","$48,700,000 ","$15,200,000 ",yes,Pass,"5,200","3,596","8,796",59.12%,40.88%,"Proposition 5, Collin County",no,,,4858016,4858016,
9820,Hutto,TX,Municipal,11/3/2009,Bond for parkland acquisition and improvements,Bond,,"Parks, recreation","$3,300,000 ","$1,000,000 ","$3,300,000 ","$1,000,000 ",yes,Pass,361,340,701,51.50%,48.50%,"Williamson County, Prop 2",no,,,4835624,4835624,
9807,Pennsbury Township,PA,Municipal,11/3/2009,.34 mill property tax increase for open space,Property tax,,Open space,"$5,000,000 ","$5,000,000 ","$5,000,000 ","$5,000,000 ",yes,Pass,661,412,"1,073",61.60%,38.40%,"Chester County, Would bring the current open space prop tax to .79 mills, and eliminate the EIT for open space currently in place.",no,,,4202959136,4202959136,
9835,Plumstead Township,PA,Municipal,11/3/2009,Bond for the acquisition of parks and recreational lands,Bond,,"Parks, recreation, trails","$4,500,000 ","$4,500,000 ","$4,500,000 ","$4,500,000 ",yes,Pass,986,941,"1,927",51.17%,48.83%,Bucks County,no,,,4201761616,4201761616,
9796,Cannon Beach,Ore,Municipal,5/19/2009,Bond for the protection of Ecola Creek watershed,Bond,,Watershed protection,"$4,000,000 ","$4,000,000 ","$4,000,000 ","$4,000,000 ",yes,Pass,277,265,542,51.11%,48.89%,Clatsop County,no,,,4110850,4110850,
9811,Ashland,Ore,Municipal,11/3/2009,"20-year, 5 percent meals tax extension with 80 percent of the revenue for the sewage capital projects and 20 percent for open space purchases",Other,Meals tax,"Open space, parks","$30,000,000 ","$6,000,000 ","$30,000,000 ","$6,000,000 ",yes,Pass,"4,130","2,894","7,024",58.80%,41.20%,Jackson County,yes,2029,,4103050,4103050,
9816,Tigard,Ore,Municipal,11/3/2009,"Bond for the purchase of land for natural areas, parks and trails",Bond,,"Parks, recreation, trails","$20,000,000 ","$20,000,000 ",,,no,Fail,"4,201","4,691","8,892",47.24%,52.76%,Washington County,no,,,4173650,4173650,
9797,Franklin County Metroparks,OH,County,5/5/2009,"10-year, .75 mill replacement and increase property tax for parks and wildlife habitat",Property tax,,"Parks, greenways, recreation, trails, wildlife habitat","$215,000,000 ","$107,500,000 ","$215,000,000 ","$107,500,000 ",yes,Pass,"53,001","38,653","91,654",57.83%,42.17%,,yes,2019,,39049,39049,39049
9836,Five Rivers MetroParks,OH,County,11/3/2009,"10-year, 1.8 mill replacement levy for park operations and preservation of natural areas",Property tax,,"Open space, parks, wildlife habitat, recreation, watershed protection","$179,000,000 ","$10,000,000 ","$179,000,000 ","$10,000,000 ",yes,Pass,"100,530","41,653","142,183",70.70%,29.30%,Montgomery County,yes,2019,,39113,39113,39113
9810,New Jersey,NJ,State,11/3/2009,"Bond for open space, parks, farmland and historic preservation",Bond,,"Open space, parks, farmland, recreation, watershed protection","$400,000,000 ","$400,000,000 ","$400,000,000 ","$400,000,000 ",yes,Pass,"867,919","771,621","1,639,540",52.94%,47.06%,,no,,,34,34,34
9814,Bridgewater Township,NJ,Municipal,11/3/2009,"5-year, 1-cent continuation of an open space tax",Property tax,,"Open space, parks, recreation","$4,544,382 ","$4,544,382 ",,,no,Fail,"6,064","6,161","12,225",49.60%,50.40%,"Somerset County, though this measure seeks to decrease the open space tax from 4 to 1 cent, it also continues the tax for 5 years.  If this measure fails, the open space tax ends.",no,,,3403507720,3403507720,
9815,Hillsdale Borough,NJ,Municipal,11/3/2009,1 cent property tax to establish an open space trust fund,Property tax,,"Open space, farmland, recreation","$3,935,129 ","$3,935,129 ",,,no,Fail,"1,405","1,571","2,976",47.21%,52.79%,Bergen County,no,,,3431920,3431920,
9817,Readington Township,NJ,Municipal,11/3/2009,2 cent property tax increase for open space and farmland,Property tax,,"Open space, farmland","$11,357,028 ","$11,357,028 ",,,no,Fail,"2,618","3,220","5,838",44.84%,55.16%,Hunterdon County,no,,,3401962250,3401962250,
9823,Mantua Township,NJ,Municipal,11/3/2009,"5-year, 2 cent property tax increase for open space preservation",Property tax,,"Open space, recreation, trails","$755,411 ","$755,411 ",,,no,Fail,"1,628","2,511","4,139",39.33%,60.67%,Gloucester County,no,,,3401543440,3401543440,
9826,North Hanover Township,NJ,Municipal,11/3/2009,"5-year, 7 cents per $100 property tax increase for open space and farmland preservation",Property tax,,"Open space, farmland, recreation","$824,981 ","$824,981 ","$824,981 ","$824,981 ",yes,Pass,669,581,"1,250",53.52%,46.48%,Burlington County,yes,2014,,3400553070,3400553070,
9828,Park Ridge Borough,NJ,Municipal,11/3/2009,"Continuation of 1 cent property tax for open space, farmland, and recreational lands",Property tax,,"Open space, farmland, recreation","$3,455,540 ","$3,455,540 ",,,no,Fail,"1,170","1,432","2,602",44.97%,55.03%,Bergen County,no,,,3400356130,3400356130,
9829,Old Tappan Borough,NJ,Municipal,11/3/2009,"Continuation of 1 cent property tax for open space, farmland and historic preservation",Property tax,,"Open space, farmland","$2,580,000 ","$2,580,000 ","$2,580,000 ","$2,580,000 ",yes,Pass,793,670,"1,463",54.20%,45.80%,Bergen County,no,,,3400354870,3400354870,
9821,Platte County,MO,County,8/4/2009,"10-year, .5 percent sales tax renewal for local parks including land acquisition",Sales tax,,"Open space, parks, greenways, trails","$76,000,000 ","$10,000,000 ","$76,000,000 ","$10,000,000 ",yes,Pass,"2,667","2,273","4,940",53.99%,46.01%,,yes,2019,,29165,29165,29165
9819,Webster Township,MI,Municipal,11/3/2009,"5-year, .5 mill property tax renewal for open space and farmland protection",Property tax,,"Open space, farmland, habitat, watershed protection","$853,665 ","$853,665 ","$853,665 ","$853,665 ",yes,Pass,"1,021",671,"1,692",60.34%,39.66%,Washtenaw County,no,2014,,2616185100,2616185100,
9808,Windham,ME,Municipal,11/3/2009,Bond for the preservation of Clark Farm,Bond,,"Farmland, forest","$1,000,000 ","$1,000,000 ",,,no,Fail,"3,164","3,515","6,679",47.37%,52.63%,,no,,,2300586025,2300586025,
9824,Scarborough,ME,Municipal,11/3/2009,Bond for the conservation of natural areas,Bond,,"Recreation, habitat, open space","$1,000,000 ","$1,000,000 ","$1,000,000 ","$1,000,000 ",yes,Pass,"5,844","2,800","8,644",67.61%,32.39%,,no,,,2300566145,2300566145,
9787,Lynnfield,MA,Municipal,4/13/2009,"Community Preservation Act, 3% property tax surcharge",Property tax,,Open space,"$12,617,960 ","$4,205,987 ",,,no,Fail,373,"1,628","2,001",18.64%,81.36%,,no,,,2500937560,2500937560,
9793,Rehoboth,MA,Municipal,4/6/2009,"Community Preservation Act, 1% property tax surcharge",Property tax,,Open space,"$2,933,280 ","$977,760 ","$2,933,280 ","$977,760 ",yes,Pass,"1,756","1,140","2,896",60.64%,39.36%,Initiative petition,no,,,2500556375,2500556375,
9794,Seekonk,MA,Municipal,4/6/2009,"Community Preservation Act, 1.25% property tax surcharge",Property tax,,Open space,"$5,310,680 ","$1,770,227 ","$5,310,680 ","$1,770,227 ",yes,Pass,942,824,"1,766",53.34%,46.66%,,no,,,2500560645,2500560645,
9795,Hardwick,MA,Municipal,4/13/2009,"Community Preservation Act, 3% property tax surcharge",Property tax,,Open space,"$1,093,720 ","$364,573 ",,,no,Fail,210,247,457,45.95%,54.05%,Petition,no,,,2502728740,2502728740,
9790,Nunda Township,IL,Municipal,4/7/2009,Bond for the preservation of open space,Bond,,Open space,"$15,000,000 ","$15,000,000 ",,,no,Fail,"1,705","2,466","4,171",40.88%,59.12%,McHenry County,no,,,1711154495,1711154495,
9791,Grayslake Community Park District,IL,Special District,4/7/2009,8.9 cents per $100 property tax increase for the purchase of open space,Property tax,,"Open space, parks, recreation","$6,000,000 ","$4,400,000 ",,,no,Fail,"1,773","2,023","3,796",46.71%,53.29%,Lake County,no,,,,,
9792,Washington Township,IL,Municipal,4/7/2009,Bond to acquire and preserve open space,Bond,,Open space,"$2,500,000 ","$2,500,000 ",,,no,Fail,349,805,"1,154",30.24%,69.76%,"Will County, Question is dependent on question 1 authorizing bonds for open space in the Township.  Question 1 failed 32% 68%",no,,,1719779059,1719779059,
9813,Marietta,GA,Municipal,11/3/2009,Bond for park acquisitions and improvements,Bond,,"Parks, recreation, trails","$25,000,000 ","$5,000,000 ","$25,000,000 ","$5,000,000 ",yes,Pass,"2,420","2,359","4,779",50.64%,49.36%,,no,,,1349756,1349756,
9789,Guilford,CT,Municipal,1/27/2009,Bond for the purchase of two properties for open space,Bond,,Open space,"$15,450,000 ","$15,450,000 ","$15,450,000 ","$15,450,000 ",yes,Pass,"2,654",486,"3,140",84.52%,15.48%,,no,,,900934950,900934950,
9806,Glastonbury,CT,Municipal,5/19/2009,Bond for the purchase of Winter Hill Farm,Bond,,Farmland,"$3,875,000 ","$3,875,000 ","$3,875,000 ","$3,875,000 ",yes,Pass,"1,846",630,"2,476",74.56%,25.44%,,no,,,900331240,900331240,
9825,South Windsor,CT,Municipal,11/3/2009,Bond for the preservation of open space and farmland,Bond,,"Open space, farmland","$2,000,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",yes,Pass,"2,930","1,756","4,686",62.53%,37.47%,,no,,,900371390,900371390,
9827,Mansfield,CT,Municipal,11/3/2009,Bond for the acquisition of open space and recreational lands,Bond,,"Open space, recreation","$1,052,450 ","$1,052,450 ","$1,052,450 ","$1,052,450 ",yes,Pass,"1,448",910,"2,358",61.41%,38.59%,"This same question was approved by voters in November 2006.  In the 3 years since, the money was never spent and new voter bond authorization needed. ",no,,,901344910,901344910,
9830,Ellington,CT,Municipal,11/3/2009,Bond for open space and recreational lands,Bond,,"Open space, recreation","$1,725,000 ","$1,725,000 ",,,no,Fail,"1,491","1,877","3,368",44.27%,55.73%,,no,,,901325360,901325360,
9831,Glastonbury,CT,Municipal,11/3/2009,Bond for open space,Bond,,"Open space, farmland","$2,000,000 ","$2,000,000 ","$2,000,000 ","$2,000,000 ",yes,Pass,"4,047","2,489","6,536",61.92%,38.08%,,no,,,900331240,900331240,
9833,Chester,CT,Municipal,11/10/2009,Bond for the purchase of open space,Bond,,Open space,"$1,000,000 ","$1,000,000 ",,,no,Fail,378,696,"1,074",35.20%,64.80%,,no,,,900714300,900714300,
9839,Harwinton,CT,Municipal,11/24/2009,Purchase of 64 acre property for open space,Other,Appropriation,Open space,"$800,000 ","$800,000 ","$800,000 ","$800,000 ",yes,Pass,576,239,815,70.67%,29.33%,,no,,,900537280,900537280,
9809,Boulder County,CO,County,11/3/2009,"15-year, extension of .25 percent open space sales tax",Sales tax,,"Open space, parks","$231,750,000 ","$231,750,000 ",,,no,Fail,"29,730","32,288","62,018",47.94%,52.06%,"Current tax is set to expire in 2019, Includes $50M bond authorization",no,,,8013,8013,8013
9838,Portola Valley,CA,Municipal,11/3/2009,"4-year, 2 percent utility tax renewal for open space purchases",Other,Utility tax,Open space,"$984,000 ","$984,000 ","$984,000 ","$984,000 ",yes,Pass,967,500,"1,467",65.92%,34.08%,"San Mateo County, Measure R.  Depends on the passage of Measure Q allowing the Town to spend the funds. Simple majority required",yes,2013,,658380,658380,
9896,Northwest Park and Recreation District 2,WA,Special District,11/2/2010,"4-year, .1 mill property tax for the acquisition of natural areas ",Property tax,,"Trails, parks, recreation, wildlife habitat, watershed protection","$1,400,000 ","$1,400,000 ","$1,400,000 ","$1,400,000 ",yes,Pass,"3,539","2,611","6,150",57.54%,42.46%,Whatcom County,yes,2014,,,,
9895,Barre,VT,Municipal,11/2/2010,Bond to create 370-acre town forest,Bond,,Forest,"$100,000 ","$100,000 ","$100,000 ","$100,000 ",yes,Pass,"1,910","1,086","2,996",63.75%,36.25%,,no,,,5002303250,5002303250,
9863,Arlington County,VA,County,11/2/2010,Bond for parks and recreation,Bond,,"Parks, recreation","$5,975,000 ","$2,000,000 ","$5,975,000 ","$2,000,000 ",yes,Pass,"41,720","19,417","61,137",68.24%,31.76%,,no,,,51013,51013,51013
